y[]	Lagy[,1]	Lagy[,2]	PC[,1]	PC[,2]	PC[,3]	PC[,4]	PC[,5]	PC[,6]	PC[,7]	PC[,8]	PC[,9]	PC[,10]
0.384	0.315	0.584	-11.8691841293128	-0.679860991467147	-0.77141378841629	1.07737091490411	0.85007037041233	2.46708223956925	0.972561152849155	0.0393898473681747	-0.704466493042187	-1.64326671128200
0.257	0.384	0.315	-8.53482794920607	-0.550881005242795	0.0884213527636148	1.71479873662054	1.04303137315748	3.3971220669429	-0.36396303902501	-0.434047097258146	-1.39771335887843	-3.09288420787526
0.121	0.257	0.384	-13.1640042184280	-1.56697257059349	0.325111884052876	0.695693683063385	1.68107427972536	1.70786505226669	1.7408555737221	-0.231473142165892	-0.379537032577628	-1.72405746518920
-0.111	0.121	0.257	-10.3430551801578	-0.590231650399944	-0.440068865697209	0.664378011680385	1.71451478488771	1.40050451070264	1.12537814091015	-1.18602806464238	-1.70439002670254	-1.36788108837186
-0.062	-0.111	0.121	-14.8159887499748	-0.177372580648657	-0.244489688921201	-0.556587043201047	3.51675157828352	2.9283025028075	2.34998894852395	-0.279224886495075	1.74989495346677	-1.55636383429304
0.333	-0.062	-0.111	-13.6342438318545	0.190302961974962	0.464270976560257	-1.28622416395551	3.65775517639666	4.44844638311131	1.29031038467790	-2.58185560854919	0.151164071683628	-0.732394348373793
-0.014	0.333	-0.062	-13.2250241632486	-0.844726587969578	-0.486796764320434	-0.143326330555948	2.29071897309133	2.06058221700376	1.39661848318205	-1.79214942514309	0.57426896183824	-1.84769651392410
0.4	-0.014	0.333	-11.9543164790688	0.227362815572455	-1.66840463069153	0.281481078478018	2.09739670043905	2.83549412276891	2.79473142276419	-0.980337549192988	-2.48869359427235	-2.35174483501865
0.083	0.4	-0.014	-14.0709932231982	0.408570863199874	-0.399556464539168	-0.296362806937514	3.12858097204522	2.69410523580902	1.8688378540025	-2.73346471710597	-0.886907891408765	-0.907678871640033
0.057	0.083	0.4	-8.46184513363402	0.442860103844151	1.35903115669115	-2.00152937401325	0.589055746787535	3.18404241948507	0.675389741360102	-1.47051579010732	-1.82207560886014	-1.46031929400454
-0.04	0.057	0.083	-9.93031656305788	-0.180712669527382	2.17992503429206	-1.75999038109953	1.53532118588149	2.06006794910023	1.2749720942783	-2.16377885105717	2.21519016195386	-0.669689658299615
0.101	-0.04	0.057	-11.4983468281246	0.581276359925239	-2.23478587273075	-0.242108513750029	1.87979747739227	1.38378851996396	1.54639724506666	-1.82404596767674	-1.10263647275944	-0.242090539558249
-0.364	0.101	-0.04	-10.8191194914709	2.89138875508932	-1.80648354980122	-0.424501890892101	0.521862851268244	6.54028644742555	-0.0925071345339415	-1.27256659079146	0.382634165824735	-1.26998633723524
-0.001	-0.364	0.101	-8.43044003750788	0.727300286317861	0.32160664622753	-1.15237299702027	-1.03506886025741	3.18015799495659	0.0660408732249134	0.319883627771544	2.16947267488574	-1.91867612948751
-0.254	-0.001	-0.364	-7.09979642183835	3.29925366364102	-3.58393559079816	-0.533184994989129	2.41477580773148	3.13348757187634	2.22034200736523	-0.380568612850881	2.02460591555002	-1.44571075095871
0.134	-0.254	-0.001	-10.0829080006603	1.11467380253789	0.683715533788646	-0.3975096507821	-0.483922234391657	4.08066836423191	0.0588875868729984	0.603616247417226	2.16896943640347	-0.924113356443126
-0.351	0.134	-0.254	-6.19174675631425	2.59258076133778	-1.24701757235890	0.0204459729153820	2.04640709870057	4.35360898546318	0.332822879977028	-1.39535719246398	0.213132460384228	-0.787209537107399
-0.183	-0.351	0.134	-8.65739915868003	1.86331342767574	-1.84034071549933	0.514002121458841	2.41137102179003	2.13380961612302	2.31797992080967	-0.0197525339140339	1.50869769736576	-0.831769924053654
-0.104	-0.183	-0.351	-9.18464718508923	0.461909627158603	-0.761541038394443	0.196014588502267	1.43328053750568	1.91350455710593	2.42035263851186	1.13556412958515	0.778381633228961	-1.99223574535963
-0.245	-0.104	-0.183	-11.7982928638640	-0.734844124435809	0.950644309381404	0.923204849211963	1.52025018740519	1.53274317360433	-0.231419892640853	-3.08781079501398	0.808862498325408	0.302692105280463
-0.201	-0.245	-0.104	-9.4336715750748	2.16005733825257	-1.41729539131827	-0.0717733768512996	0.0886085808650889	4.47749479775854	-0.843182083973314	-0.86199223450697	-1.93666699102461	-1.85657340082116
-0.111	-0.201	-0.245	-12.9864212549616	3.66107469125647	-0.74877989222393	-2.07661649401703	3.36450079511991	5.13801027473771	2.73247722530223	-0.311733099343186	-0.937078574361573	-2.06989488805433
-0.111	-0.111	-0.201	-6.15334428669252	2.74299999036148	-0.576155850630076	-0.543293430887553	2.06788536884799	4.00411741085074	-0.306330100416183	-1.10580820405848	0.229396345608763	-1.04376712408264
-0.258	-0.111	-0.111	-8.32337725102091	0.982951409664767	0.663548489635242	-1.67059616551691	2.22471132290529	2.09063143665099	0.703872371559548	-0.315939138071092	1.98388477844909	-0.285618706629371
-0.281	-0.258	-0.111	-7.78539442791217	1.40725023142974	-1.91514545339011	-2.95198898592589	1.52060146938394	1.90431727772838	-0.00280818506428593	-1.50588859272171	-0.191802624291620	-0.452315493578249
0.089	-0.281	-0.258	-8.90719546363569	1.78104603122013	-0.315716290637760	-2.99556128181013	3.81354391128257	1.24778315213037	1.48936611905778	-0.806645236623837	2.46991593654439	-0.944785438474737
0.063	0.089	-0.281	-7.95361321487347	2.75188843670713	0.272581098149558	-3.31524467451970	3.25539377055672	3.32137748306962	-0.626328621251989	-2.12117710740022	1.59534257768194	-0.865976305846554
0.056	0.063	0.089	-3.34387164702254	2.42077839391772	0.224873360122442	-4.90778259600512	0.770509455111042	2.27396186956064	-0.974980763746005	-0.464275258731746	2.4688265838041	-1.55456948471430
-0.018	0.056	0.063	-3.33023316338635	2.85121927608488	1.40397128903022	-5.66394974486687	1.42633543230582	2.73156787971071	-0.460635775082647	-0.243952082064322	1.48866200542072	-1.75571054624775
0	-0.018	0.056	-5.84126896190962	2.27422377030739	-2.18000505895208	-5.73664129078214	-0.77266483434864	1.14300064898234	-1.09015480380460	0.363582188444060	1.96932761249299	-1.88250376348717
0.095	0	-0.018	-7.0705830921931	1.15913584664836	0.827595155777343	-3.41941231857099	2.33638722329432	0.362811877864745	-1.93103368091438	-2.53070564547912	3.77868174224871	-0.706380952174497
-0.076	0.095	0	-6.8392178123288	1.23487982428789	0.714988933371983	-4.49403834678342	0.97701854319055	1.04824330437157	-1.51202552807871	-0.786190410153811	2.65025067218945	-0.495451092472252
-0.448	-0.076	0.095	-4.58838107854926	2.99496879843026	-2.02632898974770	-2.91322630330564	3.5338312110369	0.713885845935416	-0.0529687318434479	-1.82601942165695	0.399150597102253	-0.266243622178525
-0.124	-0.448	-0.076	-6.62040500117514	2.88374006489658	-1.53103675235269	-5.84260286657527	-0.00663010901816971	1.83929434490436	-0.80954344082707	0.690540877184324	-1.91580888207160	-1.16856929845513
-0.15	-0.124	-0.448	-5.1074289338121	2.70895168395114	-2.14198986295505	-2.61278797050404	3.50198364340209	-0.224080377832553	0.415911390239472	-0.35687992976142	0.52781018886451	0.119462380462719
0.2	-0.15	-0.124	-4.96027366427651	2.59479393830855	-2.50375300813684	-3.59826731169759	3.26907801035087	-0.124276719132390	0.376717392204161	0.0317733186258553	1.54788080361707	1.66100703573947
-0.04	0.2	-0.15	-4.62735925211953	1.77102592335470	-0.67684470327583	-2.11181667232350	2.90123240305488	-0.0760378687725839	-1.66744907560436	-0.777653611050325	-0.192135564794635	1.74064195923427
-0.07	-0.04	0.2	-5.34833299556914	1.95949233393756	-2.87638403686267	-1.40172901570754	2.30367325117343	-1.59789249911012	-0.801769225874799	-0.889711920823842	1.08014654959177	0.475605725495511
-0.293	-0.07	-0.04	-4.27430210591981	2.5505440730839	-3.76276427076457	-1.71323347735393	2.65252008599476	-0.495681416545782	-0.100264032148041	1.00235547091868	-0.538473509212095	-0.960694589158409
-0.018	-0.293	-0.07	-2.75078357275873	3.01897889456785	-0.505394826275253	-1.26416098706462	0.293931342670045	1.64407179673883	-3.62476972877785	0.0872249921092432	1.77945543480748	0.570091519155817
0.092	-0.018	-0.293	-5.56274749079243	1.53505658873737	-2.66197166759568	-1.04039016920266	1.40529608681070	-0.192369491305862	-1.16626125633984	0.79131797396826	1.40426416500552	-0.620357297748916
0.021	0.092	-0.018	-4.52819569329161	1.27465856376032	-2.72161513972827	0.617539331902853	-0.300170678209287	-0.118703507502809	-3.78831271360693	-0.066247670453645	-0.0884955479336058	0.716086637828426
0.028	0.021	0.092	-5.6957172736835	1.72809196776565	-2.09139048928444	-1.23416831891067	1.45868487618513	-0.345379584411824	-2.21029379407343	-0.379199050742923	2.37285603544581	1.86089531861313
-0.17	0.028	0.021	-3.95372792897239	2.02966726192831	-0.571093043930149	-3.49899257634734	1.67500545641877	0.188444047181431	-1.308480110745	-0.00335492300189656	0.433044996246372	0.847833060161644
0.133	-0.17	0.028	-3.26568521830692	2.09997198728460	1.99439203661047	-3.06697614699038	1.70620678242860	1.53371944104739	-2.13740225709143	-1.42969094318638	-0.267061013793202	1.25394978572970
0.082	0.133	-0.17	-5.78579371444418	1.45148217409852	-0.827131597988977	-2.68028769592955	2.44113725722258	-0.595603751610647	-0.959069722066602	-1.41557235722227	1.43942824865928	2.24658845125523
-0.065	0.082	0.133	-6.23499122201008	0.27866178284024	-0.257223400474508	-1.18531510876102	1.11019713482068	-0.892114273201102	-1.96235908921723	-1.81150944732149	-0.045364737211816	2.47369799157433
0.01	-0.065	0.082	-5.61069637152813	1.3287869266196	-0.147392734185293	0.106888920785526	1.05786970286821	-0.0446966396550992	-2.22415619034716	-2.8586499440139	-3.13199576076776	0.704880912208508
-0.03	0.01	-0.065	-7.59724131670745	0.373988228937652	-0.607870231894769	-2.48530574701455	0.616315395722399	-0.695634834113018	-1.06542009877918	-1.11334712328768	-1.27045429230898	-0.07453177471908
0.155	-0.03	0.01	-6.30896616984002	2.29881855006814	-1.55103931813701	-0.848383451249995	1.23971291563277	2.88458363778938	-3.02140618069795	-3.30289417965936	-1.89375849228201	1.40971905817123
0.261	0.155	-0.03	-7.92504555173856	1.24048981180890	-1.50909709536251	-0.79351100280676	1.02814355976055	0.564311497235793	-1.62740355103595	-2.73115283054441	0.0239370927310729	0.189864316844361
0.043	0.261	0.155	-9.18260482218655	0.126168911555907	-0.924125874106153	-1.63960884933651	-1.29858655772766	0.725369511001337	-3.56541974616831	-2.52704785601640	-0.928371122142424	0.41501827397061
-0.059	0.043	0.261	-4.47562891154999	3.58242275542667	-0.517703972881446	-3.56554959698283	1.29692564947487	3.26043303929463	-2.50597001383876	-3.66152655399331	-0.880940710081215	0.833564615177014
-0.09	-0.059	0.043	-5.92709025553121	2.58073726667732	-4.01026843286463	1.49183274658796	0.193341065375885	1.87357022517167	-2.25339344524729	-2.44973654045938	-0.89674144297971	1.25459213149395
0.091	-0.09	-0.059	-2.19297043485299	5.96689814229216	-5.83570418434593	-2.42041949338739	0.497335865804412	4.97705432390296	-3.18489834603482	-3.89549620269716	-0.131730781678149	1.44920398820269
-0.327	0.091	-0.09	-6.66347402936684	3.6640937322181	-4.9007526244031	-0.82136159614569	-2.22997116850884	3.02068615758499	-2.78183418016639	-0.890832231248744	-0.86625785667389	0.518315356457972
-0.033	-0.327	0.091	-6.28162687464156	2.04883167827979	-1.64243902673604	0.609608933217969	0.462510342624159	1.4597980572832	-0.784741391698949	-2.4233544860327	-2.47878274930933	0.76598605403901
0.011	-0.033	-0.327	-6.926924548809	3.27103879789855	-1.55384319030777	-0.176590903210664	-1.20996386058653	3.77640917753208	-2.26926025006836	-1.67231430881989	-2.66207492108955	-0.0512939653118134
-0.018	0.011	-0.033	-11.6623423350746	5.05644384825292	-1.88074012467553	-0.563754316394778	1.91134129070571	6.7936448329755	-0.587837441493409	-2.74825330589873	-2.15724218806477	-0.268448134993007
-0.459	-0.018	0.011	-1.90803501762857	3.61779614794366	-4.54314811759282	1.66083422257793	-0.781616125731512	3.72051269371707	-1.31617394313208	0.408908100176223	1.87785159245816	-0.0351318481035870
-0.147	-0.459	-0.018	-4.90828069706165	1.93569931470368	-0.0571760476581202	0.717456107454379	-0.748652434090715	2.17601570476155	-1.08832410627827	-2.39738060720736	0.321375048659215	0.535974515235504
-0.178	-0.147	-0.459	-4.32876407181548	1.40834884708108	0.471147015699686	-1.67745236836618	0.060847383333599	-0.339096739359008	1.37958613532862	-0.536491429342459	-1.24980247367033	-0.0464200360094298
-0.023	-0.178	-0.147	-3.57467758152868	1.45965939713844	-0.156724773839159	1.47058924945649	-0.193062324130787	0.963636221912122	-0.607571864242576	-1.93854317389353	-4.56279431154506	-0.159607389897912
-0.065	-0.023	-0.178	-3.96801928274998	1.12922584493999	0.265774975887986	0.448855851061511	1.98664985511853	-0.34073779555729	1.96778931904262	-0.860161978896693	-2.87300955473929	0.728793444104582
-0.276	-0.065	-0.023	-0.841756007247267	3.04901244381311	-0.172279081587144	-0.372519058935723	-1.74361629812895	2.97087526937179	-0.663831496457141	-1.32217403062760	-1.62092341327059	-0.207515030805197
-0.181	-0.276	-0.065	-1.91891336655381	1.45671240650801	1.88678266559207	-1.71805808599158	0.401703211386665	1.26393465669613	0.539253156263412	-1.42051772887385	-0.0086263559552894	1.24857805724065
-0.242	-0.181	-0.276	-5.26392197902638	0.54932828904674	-0.548062984613358	0.585350469975075	-2.91092197865493	-0.66410264506848	-0.99167465708824	-0.845978242236343	0.87672555792026	0.629810681301001
0.016	-0.242	-0.181	-3.84701572843285	0.640691137432602	2.24741419443742	1.76431371592993	-0.558983245778446	-0.711463097428244	-0.333994231506809	-1.46801350815551	-0.75377634072284	1.41849890834487
-0.271	0.016	-0.242	-3.79231951261087	0.718651346895946	2.38061492335919	-0.288481397071493	-2.27143309847324	1.05215338727069	-1.55027477304820	-1.15810812531664	-0.690256679237402	1.63375002071352
-0.404	-0.271	0.016	-4.56009983012041	0.360772276225963	3.52437245964913	-1.62475163736466	-3.32479765458713	1.57681735015805	-2.04728159117251	-0.557584473834777	0.067945382942225	-0.0440305289627062
-0.4	-0.404	-0.271	-2.19525820457543	2.33146905332246	-0.425394433552078	-0.546512824243569	-3.09835590713628	1.22655867303997	-0.135693101095332	0.247617847164209	-3.12388171454971	-1.21019377278609
-0.687	-0.4	-0.404	-3.10932673492788	1.95696626214675	1.39295728745854	0.725831612665699	-1.75253960940005	1.76059137852794	-1.47644295855266	-0.247190873244619	-0.162301021154922	-0.545987742835459
-0.392	-0.687	-0.4	-2.61797266975331	1.86247823577636	1.1130418869523	0.840371323982187	0.584305963858265	0.322360666725319	1.88414107101404	-0.0373841405650315	-0.969789631569383	0.336495458524728
-0.182	-0.392	-0.687	-5.04374170086725	1.06585866600951	2.49661144515037	0.976382625738844	-0.555276520849203	1.83147466417609	-0.789546685951067	-2.43566845832260	-2.13973976308734	0.310411678118106
-0.132	-0.182	-0.392	-6.50384690089527	-0.967652918532807	5.32671730689345	2.63539640847661	0.284448742345968	-0.0137893419004022	1.07999559725755	-0.550500413700022	-3.87255293924143	-1.68633229312469
-0.335	-0.132	-0.182	-2.19778549493169	1.18954547614182	4.58527564619093	2.23538320602793	1.00555262833351	1.4001502029734	0.638180001666841	-0.642941933125441	-1.31685402991002	-1.88349709322654
-0.566	-0.335	-0.132	-3.8911282767817	0.750824644031024	3.65441950079630	0.371387576355426	-1.83930407932082	1.66235141275752	-1.20596812835649	0.127882655024108	1.08098680850520	0.221863768165197
-0.37	-0.566	-0.335	-8.36785815506459	0.268254809277608	2.92400121378876	-1.29949799345966	-1.25490759511363	-1.16713236550855	1.99626311657523	0.106311890111245	-2.3207710398417	-0.88742836038366
-0.309	-0.37	-0.566	-4.63211906139166	2.4146845113471	-2.12751377245707	2.06201751046034	-1.46314709663179	-0.0492129630861311	1.39920709802272	1.92235751281691	0.0896548544604994	0.362258220117334
-0.432	-0.309	-0.37	-6.02074457133982	0.982571223811674	-1.10816710037737	1.95981014825466	-1.28245234299078	-0.454160277205752	0.84868082444631	1.42297576585345	1.98160768172199	1.26605842795862
-0.457	-0.432	-0.309	-6.6105993113683	0.839578408275818	0.141809863034871	2.98244487834598	-0.0961705810576675	0.989823848533644	1.28652008248431	0.798502524277772	0.293325932214623	1.25354071542227
-0.65	-0.457	-0.432	-7.86206892800082	-0.35174223303428	-0.40964932159896	4.11246518817721	-0.331236417419245	-0.242540290830158	0.805475365269912	1.34019266357054	1.27903728655482	0.166713779180771
-0.193	-0.65	-0.457	-4.48394964155866	0.592709013539837	0.0305996630595037	1.28287620793502	0.809364070105617	-0.314982033346066	1.65188421822616	-0.0318011647713496	-0.427523511470332	0.80840236223684
-0.395	-0.193	-0.65	-4.5233325184433	1.21162977116716	-0.741446475762658	2.13017009388338	0.816072147089488	-0.114970603483161	1.45763298068646	0.352786400601051	-0.123355326551480	0.294458840722719
-0.503	-0.395	-0.193	-3.15961191139018	2.21288725335061	-2.67298009397370	1.56152804195697	1.37602160121310	-1.18389546881938	3.20307327875218	1.54434701583013	-0.966028278592194	0.479949901849521
-0.391	-0.503	-0.395	-4.63612338320432	2.18558183081763	-1.41109222086276	2.14401648772585	-0.975427734599054	1.21064963814187	-0.155208547856509	2.09414097544694	2.69691875440042	1.04882617172515
-0.443	-0.391	-0.503	-3.24463618638607	2.70462803512704	-1.91622393576254	-1.55496782154071	0.475851354828913	0.36669782489033	1.65754464399990	1.19874851428500	0.0226231283318152	2.12560079659588
-0.167	-0.443	-0.391	-4.58358952627972	1.11031850379739	-1.40204028886027	-0.297975097500789	0.268228283053776	-0.229025691977808	1.59699072041460	1.98101952800276	1.36451082930831	0.612535224039349
-0.14	-0.167	-0.443	-4.61773702010084	1.92097844027252	-1.04335388821067	0.403812927468144	-0.578790107685756	1.12856117983737	0.966833162689521	0.95518536611219	1.12701352446002	1.37187226811596
-0.231	-0.14	-0.167	-0.206345927826782	3.83229405138724	-2.12464447247435	-0.556320144592165	0.598523388727133	1.19566794203876	1.40274299934486	1.17154556692522	0.127357876872563	0.789828509282778
-0.301	-0.231	-0.14	-5.77563066073648	0.529188850566314	1.86637997131253	0.617214955739857	-1.85122538901013	0.554204459058205	-0.550666775139445	0.776052139252968	-2.57118538739242	-0.992412296753404
-0.299	-0.301	-0.231	-3.28955239998978	1.31536751394393	3.26724663324129	-1.44328245172659	0.476470594665051	0.52668787661567	0.511418309504277	-0.113138370432625	-1.00388271351909	0.44979366274919
-0.351	-0.299	-0.301	-1.97096240795872	3.59201883829766	-3.00275336626546	0.0509539985800893	1.31165364266482	0.0991606526602216	1.94213392801206	1.47761530195986	-1.36229691461652	-1.39257749282731
-0.54	-0.351	-0.299	-3.77275738799116	2.77031637618095	0.385401254097709	1.03879835172289	-1.21197549448599	0.405073593764837	-0.72152511176195	0.258762838173399	-0.980343403798537	2.09511104035694
-0.297	-0.54	-0.351	-1.30309138278222	4.48726606319948	-0.96802854770248	1.17135613850355	2.37430306127683	-0.606620105658173	1.68315840307771	0.748385843228098	-0.128118464205144	1.30138341758775
-0.681	-0.297	-0.54	-1.78606319058202	4.24037706731940	-2.25486915196284	-0.921647430566263	-0.452883724440358	-1.32601913429278	1.32596951499071	2.71346913276723	0.064673601375098	0.906133567033657
-0.563	-0.681	-0.297	-3.37644729643465	3.22284409021421	0.0405926631508551	0.448888537204148	-2.01361085188772	-0.540230434054023	-0.129308576498464	1.47779104673876	-0.295003066178685	0.827336547292277
-0.501	-0.563	-0.681	-4.20623975305898	1.77801773171844	1.85644489282251	1.41289956196342	-0.320435822168457	-1.24793609282122	-0.0692460425682771	-0.686056019503432	-0.0546420142043396	1.34187423829212
-0.327	-0.501	-0.563	-2.11048774735264	3.78096469617639	-1.03555558991984	0.340747805907482	-0.76536141886623	-0.971962642924771	0.713229839577841	1.00786427802299	-1.60051317051801	0.327043106870567
-0.33	-0.327	-0.501	-3.09390502521104	3.44763836078602	-1.02065278089431	0.0366558761678239	-2.03152678768734	-1.02038778311992	-1.15895475035356	0.84276787938096	0.396744380441776	0.660597863645657
-0.642	-0.33	-0.327	-2.5049067440717	2.59094277120111	1.52456938410604	-0.215033011416054	-0.583215988417011	0.551365368159967	-1.96328999153865	0.669599881966202	1.50629549610553	0.495144801074304
-0.474	-0.642	-0.33	-2.32989120886942	4.22466482518411	-1.24947627354010	1.32429597144014	0.812630331616093	-0.0519601685079082	0.0369860767791282	0.876827562253314	-3.23194342796189	1.07352969281100
-0.506	-0.474	-0.642	-4.6706652979328	3.31870168928487	-1.824376099857	1.71894361709591	-0.265962358067933	-0.793985102545352	-0.726476800600615	2.90269712357698	3.26281324256508	0.43887183871554
-0.647	-0.506	-0.474	-1.28460872039395	3.26705527568195	3.18403420636254	3.83947190898369	3.91607251330171	0.726022239005367	-0.689350860066819	-0.542400613964263	0.0561390269297708	1.33702077711322
-0.643	-0.647	-0.506	-1.61825587497128	3.2312406531153	-0.733758449038585	2.00777398423874	1.18843011302081	-0.0926738511488089	-1.68402552820777	0.548174405596492	2.01761816281614	1.76820020476514
-0.552	-0.643	-0.647	0.159850786228256	3.72742323292937	0.0391687406748943	-1.99786875115550	1.27116815431219	1.04244825509376	-1.24180936330221	-0.121365061477566	0.579304211651502	1.34397270234685
-0.249	-0.552	-0.643	-2.85648298594835	2.36659617736861	0.109134363134692	-1.21936189901583	0.757032776177789	-0.171264551696331	-0.762508866192761	2.04794303881856	-1.18457060729069	0.333219916305295
-0.407	-0.249	-0.552	0.497665251067503	3.05617246062345	0.402443659014823	-1.42314629528981	2.39430689136166	-1.04367595854727	-0.66113132198835	0.292094818751632	-0.344930544384636	2.17920325663270
-0.352	-0.407	-0.249	1.02650061916916	3.94594266675007	-1.09840869735014	-2.06834956899775	1.67356488749856	0.481037809741898	-0.425872730275503	3.60036550016815	-0.556545690250699	1.72625351476345
-0.393	-0.352	-0.407	0.155194784040746	3.17455901891787	-0.904306267093525	-3.8740224182553	2.10931387866031	-0.869364966909586	-0.849544189078823	1.38372749207319	-0.469698048147098	3.51626885526582
0.132	-0.393	-0.352	-2.45220301787093	1.23730275894461	1.47108991140269	-1.86490452188611	1.81719746737271	-0.0434695579905821	-1.42923006781047	0.742254495343905	-1.02511993052315	3.32020893298081
-0.235	0.132	-0.393	-3.03812868468688	1.48097152355967	4.5398633876546	-4.20660178872931	2.24994788105754	0.164090241223166	-1.02713166800451	0.0733639321410329	-0.528517117013696	2.7375637961233
-0.455	-0.235	0.132	-2.87011354544102	2.42555165515714	-2.66684427054133	0.708614778776075	1.02900127247416	-0.79537076886633	-0.184351784886820	2.60384372129286	0.105630273754434	3.01137762733053
-0.891	-0.455	-0.235	-1.97948513376162	2.67468877863037	-0.432567078861999	1.36418815699628	1.32399115143502	0.495306778879713	-0.503382337464796	2.65125085103467	-0.852458266294408	1.99783809024942
-0.257	-0.891	-0.455	-3.82283082860873	1.1234116213619	0.875612643124621	0.905938275860214	-0.356813060922419	-0.955614465524301	-0.746092710603688	3.24857553474324	-0.415120164774988	1.81461900470564
-0.37	-0.257	-0.891	-2.46563593539174	2.75687266104264	-0.659987044973371	0.412736574326082	1.16706904966550	-0.0121707135136966	-1.10402411746459	2.06608977855503	2.05062886291214	2.7122056250367
-0.171	-0.37	-0.257	-3.18117694429918	1.80555101316792	-0.222604131782639	1.84468577655770	1.11840272170546	-0.12228907329613	-1.19226020753253	0.718669259170098	-0.865213580654665	3.78045755067897
-0.566	-0.171	-0.37	-2.03334720858115	2.90859238987991	0.644446115938844	-1.16501005717534	-0.521823637398568	1.5276391050653	-0.997144428203149	1.67948348145253	1.12784456132671	2.54929407803745
-0.427	-0.566	-0.171	-3.69382654354904	1.02498347244673	1.50532486606909	0.744310637663732	1.31801098844544	0.623703618055214	-0.316441418549373	1.73778934048578	1.04034492368921	2.13157183167265
-0.316	-0.427	-0.566	-2.31929407407881	-0.0828639575138128	4.20695473199941	2.14676765471511	-0.409228645671392	1.41138505867999	-2.02071998121233	2.233252841524	-0.326882166630724	1.58133864793444
-0.329	-0.316	-0.427	-4.15679725545304	-0.661721188992623	3.37851850248342	3.28349870207094	2.02434034321725	0.510927708203322	0.330213241531483	2.03641461994466	0.817998311743501	2.36425882937572
-0.584	-0.329	-0.316	-3.27995135269366	0.0763092357680036	3.9042887720598	-0.84108329143833	0.432136165366757	0.349770005970887	-0.216694156250603	2.35244486301915	1.48336677242571	0.573128706088084
-0.33	-0.584	-0.329	-5.10768518570114	-1.44312078196658	3.16609214353673	0.618274317106092	1.34000651087179	0.334666365419002	0.334770279354445	2.59502504090283	1.98202937581858	2.67947507074196
-0.277	-0.33	-0.584	1.81814204261477	2.06447047239538	0.99134021455712	-1.88383109491394	1.51429302741463	2.39800386969099	0.118344786332571	1.72252395906352	0.964795801946661	1.76872299371138
-0.766	-0.277	-0.33	-1.78272401652013	0.877893413712292	-0.759627079487347	0.251763465194047	1.18978505965154	1.89436859524639	-0.956294975787683	-0.0201012692348717	-0.492482223834883	2.60652763899586
0.117	-0.766	-0.277	1.32933858911841	1.62141608183831	0.282216918927644	0.358975249201653	1.95110558598486	2.00531570670462	0.609220286862066	1.32481591853120	1.82777679387657	2.38391091879946
-0.707	0.117	-0.766	-2.5289199935659	0.113966660521442	2.16381870743273	-0.225033396208688	-0.00332739531574965	2.16347588856647	-0.0799649499942945	1.53774540787269	3.19865921408107	3.8502397671503
-0.319	-0.707	0.117	0.268458882963789	1.73415059659061	-0.494439809751646	-1.22845426876879	1.71283373083791	1.44428915819123	1.55464464792599	1.01257797996853	0.86551097478511	1.36609164886171
-0.553	-0.319	-0.707	-3.05517158632824	0.836607160092551	1.43991651700128	-2.41645093565514	0.345539227350552	2.03325701190124	0.949444477189623	1.13732113463787	-1.29257252639048	1.76630877083150
